vdom,name,category,protocol,tcp-portrange,udp-portrange,protocol-number,visibility,icmptype,explicit-proxy
CT901OTPC,TCP/25040,HKEX_USE,,25040,,,,,
CT901OTPC,TCP/26040,HKEX_USE,,26040,,,,,
CT901OTPC,TCP/25060,HKEX_USE,,25060,,,,,
CT901OTPC,TCP/26060,HKEX_USE,,26060,,,,,
CT901OTPC,TCP/25140,HKEX_USE,,25140,,,,,
CT901OTPC,TCP/26140,HKEX_USE,,26140,,,,,
CT901OTPC,TCP/25160,HKEX_USE,,25160,,,,,
CT901OTPC,TCP/26160,HKEX_USE,,26160,,,,,
CT901OTPC,TCP/25220,HKEX_USE,,25220,,,,,
CT901OTPC,TCP/26220,HKEX_USE,,26220,,,,,
CT901OTPC,TCP/25230,HKEX_USE,,25230,,,,,
CT901OTPC,TCP/26230,HKEX_USE,,26230,,,,,
CT901OTPC,TCP/30040-30049,HKEX_USE,,30040-30049,,,,,
CT901OTPC,TCP/30060-30069,HKEX_USE,,30060-30069,,,,,
CT901OTPC,TCP/30140-30149,HKEX_USE,,30140-30149,,,,,
CT901OTPC,TCP/30220-30229,HKEX_USE,,30220-30229,,,,,
CT901OTPC,TCP/30160-30169,HKEX_USE,,30160-30169,,,,,
CT901OTPC,TCP/30230-30239,HKEX_USE,,30230-30239,,,,,
CT901OTPC,TCP/60040-60049,HKEX_USE,,60040-60049,,,,,
CT901OTPC,TCP/60060-60069,HKEX_USE,,60060-60069,,,,,
CT901OTPC,TCP/60140-60149,HKEX_USE,,60140-60149,,,,,
CT901OTPC,TCP/60160-60169,HKEX_USE,,60160-60169,,,,,
CT901OTPC,TCP/60220-60229,HKEX_USE,,60220-60229,,,,,
CT901OTPC,TCP/60230-60239,HKEX_USE,,60230-60239,,,,,
CT901OTPC,TCP/45040-45049,HKEX_USE,,45040-45049,,,,,
CT901OTPC,TCP/46040-46049,HKEX_USE,,46040-46049,,,,,
CT901OTPC,TCP/45060-45069,HKEX_USE,,45060-45069,,,,,
CT901OTPC,TCP/46060-46069,HKEX_USE,,46060-46069,,,,,
CT901OTPC,TCP/45140-45149,HKEX_USE,,45140-45149,,,,,
CT901OTPC,TCP/46140-46149,HKEX_USE,,46140-46149,,,,,
CT901OTPC,TCP/45160-45169,HKEX_USE,,45160-45169,,,,,
CT901OTPC,TCP/46160-46169,HKEX_USE,,46160-46169,,,,,
CT901OTPC,TCP/45220-45229,HKEX_USE,,45220-45229,,,,,
CT901OTPC,TCP/46220-46229,HKEX_USE,,46220-46229,,,,,
CT901OTPC,TCP/45230-45239,HKEX_USE,,45230-45239,,,,,
CT901OTPC,TCP/46230-46239,HKEX_USE,,46230-46239,,,,,
CT901OTPC,TCP/35040-35049,HKEX_USE,,35040-35049,,,,,
CT901OTPC,TCP/35060-35069,HKEX_USE,,35060-35069,,,,,
CT901OTPC,TCP/35140-35149,HKEX_USE,,35140-35149,,,,,
CT901OTPC,TCP/35160-35169,HKEX_USE,,35160-35169,,,,,
CT901OTPC,TCP/35220-35229,HKEX_USE,,35220-35229,,,,,
CT901OTPC,TCP/35230-35239,HKEX_USE,,35230-35239,,,,,
CT901OTPC,TCP/1434,HKEX_USE,,1434,,,,,
CT901OTPC,TCP/20110,HKEX_USE,,20110,,,,,
CT901OTPC,TCP/21110,HKEX_USE,,21110,,,,,
CT901OTPC,TCP/20930,HKEX_USE,,20930,,,,,
CT901OTPC,TCP/25110,HKEX_USE,,25110,,,,,
CT901OTPC,TCP/26110,HKEX_USE,,26110,,,,,
CT901OTPC,TCP/25930,HKEX_USE,,25930,,,,,
CT901OTPC,TCP/30110-30119,HKEX_USE,,30110-30119,,,,,
CT901OTPC,TCP/30930-30939,HKEX_USE,,30930-30939,,,,,
CT901OTPC,TCP/45115-45117,HKEX_USE,,45115-45117,,,,,
CT901OTPC,TCP/45937-45945,HKEX_USE,,45937-45945,,,,,
CT901OTPC,TCP/50000-50010,HKEX_USE,,50000-50010,,,,,
CT901OTPC,TCP/17988,HKEX_USE,,17988,,,,,
CT901OTPC,TCP/623,HKEX_USE,,623,,,,,
CT901OTPC,TCP/17990,HKEX_USE,,17990,,,,,
CT901OTPC,TCP/3389,HKEX_USE,,3389,,,,,
CT901OTPC,PORT_CCMDD,HKEX_USE,,20040 20060 20140 20160 20220 20230 21040 21060 21140 21160 21220 21230 20930 21930 20110 21110,,,,,
CT901OTPC,PORT_SZMDD,HKEX_USE,,25040 25060 25140 25160 25220 25230 26040 26060 26140 26160 26220 26230 25930 26930 25110 26110,,,,,
CT901OTPC,PORT_EZOES,HKEX_USE,,30040-30049 30060-30069 30140-30149 30160-30169 30220-30229 30230-30239 30930-30939 30110-30119 30180-30189 30190-30199 30950-30959 30310-30319 30330-30339 30300-30309 30360-30369,,,,,
CT901OTPC,PORT_TGW,HKEX_USE,,45045-45057 45065-45067 45145-45147 45165-45167 45225-45227 45235-45237 45935-45937 45115-45117 45185-45187 45195-45197 45955-45957 45315-45317 45335-45337 45305-45307 45365-45367,,,,,
CT901OTPC,PORT_CCMDD2,HKEX_USE,,20180 21180 20190 21190 20950 21950 20310 21310 20330 21330 20300 21300 20360 21360,,,,,
CT901OTPC,PORT_SZMDD2,HKEX_USE,,25180 26180 25190 26190 25950 26950 25310 26310 25330 26330 25300 26300 25360 26360,,,,,
CT901OTPC,PORT_to_CCI_BMC,HKEX_USE,,2059 1828-1838 3181-3183,,,,,
CT901OTPC,PORT_from_CCI_BMC,HKEX_USE,,2059 1828-1838 3181-3183 3381 3481 3581 3681 3781 3881 3891,,,,,
CT901OTPC,UDP/162,HKEX_USE,,,162,,,,
CT901OTPC,PORT_AD_TCP,HKEX_USE,,53 3268-3269 389 636 135 1024-65535 445 88 464 137-139,,,,,
CT901OTPC,PORT_AD_UDP,HKEX_USE,,,53 123 389 636 500 4500 1024-65535 137-138 88 464,,,,
CT901OTPC,TCP/5723,HKEX_USE,,5723,,,,,
CT901OTPC,PORT_SCCM,HKEX_USE,,80 443 10123 2701 389 636 3268-3269 445 135,636 135,,,,
CT901OTPC,PORT_Antivirus,HKEX_USE,,139 445 2967 8014,137 138,,,,
CT901OTPC,PORT_TrendMirco,HKEX_USE,,8080 11267,,,,,
CT901OTPC,TCP/1688,HKEX_USE,,1688,,,,,
CT901OTPC,TCP/137-139,HKEX_USE,,137-139,,,,,
CT901OTPC,TCP/445,HKEX_USE,,445,,,,,
CT901OTPC,TCP/5120,HKEX_USE,,5120,,,,,
CT901OTPC,TCP/3121,HKEX_USE,,3121,,,,,
CT901OTPC,PORT_ILO3,HKEX_USE,,22 23 80 443 623 3389 17988 9300 17990 3002,,,,,
CT901OTPC,TCP/135,HKEX_USE,,135,,,,,
CT901OTPC,TCP/389,HKEX_USE,,389,,,,,
CT901OTPC,TCP/1801,HKEX_USE,,1801,,,,,
CT901OTPC,TCP/2101,HKEX_USE,,2101,,,,,
CT901OTPC,TCP/2103,HKEX_USE,,2103,,,,,
CT901OTPC,TCP/2105,HKEX_USE,,2105,,,,,
CT901OTPC,TCP/3527,HKEX_USE,,3527,,,,,
CT901OTPC,TCP/5700-5900,HKEX_USE,,5700-5900,,,,,
CT901OTPC,TCP/1433,HKEX_USE,,1433,,,,,
CT901OTPC,TCP/139,HKEX_USE,,139,,,,,
CT901OTPC,UDP/137-138,HKEX_USE,,,137-138,,,,
CT901OTPC,TCP/1024-65535,HKEX_USE,,1024-65535,,,,,
CT901OTPC,TCP/25,HKEX_USE,,25,,,,,
CT901OTPC,TCP/1435,HKEX_USE,,1435,,,,,
CT901OTPC,TCP/1436,HKEX_USE,,1436,,,,,
CT901OTPC,PORT_CCI_PATCH_MGT,HKEX_USE,,137-139 443 445 3121 3389,,,,,
CT901OTPC,TCP/6723,HKEX_USE,,6723,,,,,
CP901CASH1,ALL,General,IP,,,,,,
CP901CASH1,ALL_TCP,General,,1-65535,,,,,
CP901CASH1,ALL_UDP,General,,,1-65535,,,,
CP901CASH1,ALL_ICMP,General,ICMP,,,,,,
CP901CASH1,ALL_ICMP6,General,ICMP6,,,,,,
CP901CASH1,GRE,Tunneling,IP,,,47,,,
CP901CASH1,AH,Tunneling,IP,,,51,,,
CP901CASH1,ESP,Tunneling,IP,,,50,,,
CP901CASH1,AOL,,,5190-5194,,,disable,,
CP901CASH1,BGP,Network Services,,179,,,,,
CP901CASH1,DHCP,Network Services,,,67-68,,,,
CP901CASH1,DNS,Network Services,,53,53,,,,
CP901CASH1,FINGER,,,79,,,disable,,
CP901CASH1,FTP,File Access,,21,,,,,
CP901CASH1,FTP_GET,File Access,,21,,,,,
CP901CASH1,FTP_PUT,File Access,,21,,,,,
CP901CASH1,GOPHER,,,70,,,disable,,
CP901CASH1,H323,"VoIP, Messaging & Other Applications",,1720 1503,1719,,,,
CP901CASH1,HTTP,Web Access,,80,,,,,
CP901CASH1,HTTPS,Web Access,,443,,,,,
CP901CASH1,IKE,Tunneling,,,500 4500,,,,
CP901CASH1,IMAP,Email,,143,,,,,
CP901CASH1,IMAPS,Email,,993,,,,,
CP901CASH1,Internet-Locator-Service,,,389,,,disable,,
CP901CASH1,IRC,"VoIP, Messaging & Other Applications",,6660-6669,,,,,
CP901CASH1,L2TP,Tunneling,,1701,1701,,,,
CP901CASH1,LDAP,Authentication,,389,,,,,
CP901CASH1,NetMeeting,,,1720,,,disable,,
CP901CASH1,NFS,File Access,,111 2049,111 2049,,,,
CP901CASH1,NNTP,,,119,,,disable,,
CP901CASH1,NTP,Network Services,,123,123,,,,
CP901CASH1,OSPF,Network Services,IP,,,89,,,
CP901CASH1,PC-Anywhere,Remote Access,,5631,5632,,,,
CP901CASH1,PING,Network Services,ICMP,,,,,8,
CP901CASH1,TIMESTAMP,,ICMP,,,,disable,13,
CP901CASH1,INFO_REQUEST,,ICMP,,,,disable,15,
CP901CASH1,INFO_ADDRESS,,ICMP,,,,disable,17,
CP901CASH1,ONC-RPC,Remote Access,,111,111,,,,
CP901CASH1,DCE-RPC,Remote Access,,135,135,,,,
CP901CASH1,POP3,Email,,110,,,,,
CP901CASH1,POP3S,Email,,995,,,,,
CP901CASH1,PPTP,Tunneling,,1723,,,,,
CP901CASH1,QUAKE,,,,26000 27000 27910 27960,,disable,,
CP901CASH1,RAUDIO,,,,7070,,disable,,
CP901CASH1,REXEC,,,512,,,disable,,
CP901CASH1,RIP,Network Services,,,520,,,,
CP901CASH1,RLOGIN,,,513:512-1023,,,disable,,
CP901CASH1,RSH,,,514:512-1023,,,disable,,
CP901CASH1,SCCP,"VoIP, Messaging & Other Applications",,2000,,,,,
CP901CASH1,SIP,"VoIP, Messaging & Other Applications",,5060,5060,,,,
CP901CASH1,SIP-MSNmessenger,"VoIP, Messaging & Other Applications",,1863,,,,,
CP901CASH1,SAMBA,File Access,,139,,,,,
CP901CASH1,SMTP,Email,,25,,,,,
CP901CASH1,SMTPS,Email,,465,,,,,
CP901CASH1,SNMP,Network Services,,161-162,161-162,,,,
CP901CASH1,SSH,Remote Access,,22,,,,,
CP901CASH1,SYSLOG,Network Services,,,514,,,,
CP901CASH1,TALK,,,,517-518,,disable,,
CP901CASH1,TELNET,Remote Access,,23,,,,,
CP901CASH1,TFTP,File Access,,,69,,,,
CP901CASH1,MGCP,,,,2427 2727,,disable,,
CP901CASH1,UUCP,,,540,,,disable,,
CP901CASH1,VDOLIVE,,,7000-7010,,,disable,,
CP901CASH1,WAIS,,,210,,,disable,,
CP901CASH1,WINFRAME,,,1494 2598,,,disable,,
CP901CASH1,X-WINDOWS,Remote Access,,6000-6063,,,,,
CP901CASH1,PING6,,ICMP6,,,,disable,128,
CP901CASH1,MS-SQL,"VoIP, Messaging & Other Applications",,1433 1434,,,,,
CP901CASH1,MYSQL,"VoIP, Messaging & Other Applications",,3306,,,,,
CP901CASH1,RDP,Remote Access,,3389,,,,,
CP901CASH1,VNC,Remote Access,,5900,,,,,
CP901CASH1,DHCP6,Network Services,,,546 547,,,,
CP901CASH1,SQUID,Tunneling,,3128,,,,,
CP901CASH1,SOCKS,Tunneling,,1080,1080,,,,
CP901CASH1,WINS,Remote Access,,1512,1512,,,,
CP901CASH1,RADIUS,Authentication,,,1812 1813,,,,
CP901CASH1,RADIUS-OLD,,,,1645 1646,,disable,,
CP901CASH1,CVSPSERVER,,,2401,2401,,disable,,
CP901CASH1,AFS3,File Access,,7000-7009,7000-7009,,,,
CP901CASH1,TRACEROUTE,Network Services,,,33434-33535,,,,
CP901CASH1,RTSP,"VoIP, Messaging & Other Applications",,554 7070 8554,554,,,,
CP901CASH1,MMS,,,1755,1024-5000,,disable,,
CP901CASH1,KERBEROS,Authentication,,88 464,88 464,,,,
CP901CASH1,LDAP_UDP,Authentication,,,389,,,,
CP901CASH1,SMB,File Access,,445,,,,,
CP901CASH1,NONE,,,0,,,disable,,
CP901CASH1,webproxy,Web Proxy,ALL,0-65535:0-65535,,,,,enable
CP901CASH1,TCP/55455,HKEX_USE,,55455,,,,,
CP901CASH1,TCP/17500,HKEX_USE,,17500,,,,,
CP901CASH1,TCP/17501,HKEX_USE,,17501,,,,,
CP901CASH1,TCP/17502,HKEX_USE,,17502,,,,,
CP901CASH1,TCP/55655,HKEX_USE,,55655,,,,,
CP901CASH1,TCP/55855,HKEX_USE,,55855,,,,,
CP901CASH1,PORT_AD_TCP,HKEX_USE,,53 3268-3269 389 636 135 1024-65535 445 88 464 137-139,,,,,
CP901CASH1,PORT_AD_UDP,HKEX_USE,,,53 123 389 636 500 4500 1024-65535 137-138 88 464,,,,
CP901CASH1,TCP/3389,HKEX_USE,,3389,,,,,
CP901CASH1,UDP/123,HKEX_USE,,,123,,,,
CP901CASH1,TCP/5723,HKEX_USE,,5723,,,,,
CP901CASH1,PORT_SCCM,HKEX_USE,,80 443 10123 2701 389 636 3268-3269 445 135,,,,,
CP901CASH1,PORT_Antivirus,HKEX_USE,,139 445 2967 8014,137 138,,,,
CP901CASH1,PORT_TrendMirco,HKEX_USE,,8080 11267,,,,,
CP901CASH1,TCP/1688,HKEX_USE,,1688,,,,,
CP901CASH1,TCP/137-139,HKEX_USE,,137-139,,,,,
CP901CASH1,TCP/445,HKEX_USE,,445,,,,,
CP901CASH1,TCP/5120,HKEX_USE,,5120,,,,,
CP901CASH1,TCP/443,HKEX_USE,,443,,,,,
CP901CASH1,TCP/3121,HKEX_USE,,3121,,,,,
CP901CASH1,PORT_ILO3,HKEX_USE,,22 23 80 443 623 3389 17988 9300 17990 3002,,,,,
